City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
562,Oranjemund,NA,-28.55,16.4333,53.78,93,80,7.76,broken clouds
563,Bonthe,SL,7.5264,-12.505,76.96,82,95,9.91,overcast clouds
564,Jambi,ID,-1.6,103.6167,74.37,97,92,1.95,overcast clouds
565,Lumsden,CA,50.6501,-104.8678,73.0,41,90,11.88,overcast clouds
566,Asyut,EG,27.181,31.1837,82.6,35,2,13.65,clear sky
567,Beyneu,KZ,45.3167,55.2,76.19,54,81,19.26,broken clouds
568,Lucea,JM,18.451,-78.1736,78.66,78,44,7.67,scattered clouds
569,Verkhniye Tatyshly,RU,56.2912,55.8575,57.42,90,23,4.97,few clouds
570,Panguna,PG,-6.3164,155.4848,81.54,51,4,2.04,clear sky
571,Wajir,KE,1.7471,40.0573,71.19,72,95,15.55,overcast clouds
572,Kaduqli,SD,11.0167,29.7167,77.95,65,82,3.04,broken clouds
573,Dom Pedro,BR,-4.4833,-44.45,80.69,55,78,2.75,broken clouds
574,Pontes E Lacerda,BR,-15.2261,-59.3353,73.49,41,2,2.35,clear sky
575,Khromtau,KZ,50.2503,58.4347,67.23,42,45,7.78,scattered clouds
576,Devils Lake,US,48.1128,-98.8651,84.31,52,0,7.0,clear sky
577,Alyangula,AU,-13.8483,136.4192,72.1,49,80,12.08,broken clouds
578,Missoula,US,47.0166,-113.8009,80.85,24,36,8.48,scattered clouds
579,Fruitvale,US,39.0817,-108.4968,105.73,12,0,7.0,clear sky
580,Coruripe,BR,-10.1256,-36.1756,73.53,86,68,8.55,broken clouds
581,Hanyang,CN,32.1371,105.5126,67.12,92,91,2.66,overcast clouds
582,Aykhal,RU,66.0,111.5,63.32,65,4,5.28,clear sky
583,Lazaro Cardenas,MX,17.9583,-102.2,84.2,71,92,4.94,overcast clouds
584,Escanaba,US,45.7453,-87.0646,84.16,37,0,6.91,clear sky
585,Bahia Blanca,AR,-38.7196,-62.2724,44.69,80,93,9.26,moderate rain
586,Barreirinha,BR,-2.7933,-57.07,76.89,79,99,1.07,overcast clouds
587,Boke,GN,10.9409,-14.2967,74.01,97,100,3.44,overcast clouds
588,Tianpeng,CN,30.9866,103.9393,68.05,90,9,1.03,clear sky
589,Amarante Do Maranhao,BR,-5.5667,-46.7422,77.4,43,87,4.03,overcast clouds
590,Magadi,IN,12.9667,77.2333,68.0,95,100,5.77,overcast clouds
591,Mumford,GH,5.2618,-0.759,74.3,86,83,9.86,broken clouds
592,Tongliao,CN,43.6125,122.2653,78.76,67,98,6.44,overcast clouds
593,Broome,US,42.2506,-75.833,80.02,78,100,3.44,overcast clouds
594,Mwanga,TZ,-4.8,38.2,63.41,92,16,3.4,few clouds
595,Dicabisagan,PH,17.0818,122.4157,84.72,73,47,0.83,scattered clouds
596,Bud,US,39.447,-86.1758,89.58,59,36,1.7,scattered clouds
597,Hailar,CN,49.2,119.7,73.38,63,42,9.24,scattered clouds
598,Chaohu,CN,31.6,117.8667,79.39,83,100,13.4,overcast clouds
599,Waharoa,NZ,-37.7667,175.7667,54.91,61,82,9.06,broken clouds
600,Yei,SS,4.095,30.6779,67.82,78,51,3.91,broken clouds
601,Gigmoto,PH,13.7796,124.39,79.57,88,100,1.1,overcast clouds
602,Dapaong,TG,10.8639,0.205,75.99,83,100,5.1,overcast clouds
603,Aksarka,RU,66.5606,67.7975,46.96,90,100,3.67,overcast clouds
604,Batemans Bay,AU,-35.7167,150.1833,54.1,75,82,3.6,broken clouds
605,Guerrero Negro,MX,27.9769,-114.0611,73.62,64,18,22.3,few clouds
606,Niamey,NE,13.5137,2.1098,88.02,50,82,12.88,broken clouds
607,Constitucion,CL,-35.3333,-72.4167,53.22,93,37,9.24,scattered clouds
608,Darhan,MN,49.4867,105.9228,56.17,90,97,5.48,overcast clouds
